label,text
1,ere animo hibaikako gure txapeldunak gaur tan ondo etorria
0,esaten ari zarena anv garaiko kontua izan orain sortu eta bildu ez diote zerrendarik baliogabetzen
1,eskerrik asko asko izas euskadi animo imos arrasar
0,eskerrik asko asko gaur eguerdian euskara egitaraua jarri gaur goiz oraindik jarri gabe zegoen eta
2,espainia akordio lortzea ez izan posible han baina gaur elgoibarren
2,espero dut cis motz geratu izana zuen dekadentzia iragartzerakoan upyd antzera desagertzea opa dizuet
1,eta euskara ez politizatzearen eskaera naskagarri
1,eta ez digute gorrotorik beste batzuek antzera
1,eta madril han adosten diren legeak atzera botatzen dituenean zer guk oso argi
1,eta ojo han dioenarekin herri perspektiba batetik frantsesa ikasi beharko genuke
2,eta pasioa izan han exijitzea zilegi den gutxieneko hori
0,telebista eztabaidaan dispertsioaren kontra behar edukinsare presoen eskubideez urratsak adosteko gogo
1,etxe kentzen dietenei prekarioei langabetueieskatu humorea horiei han hirri egiteaz nazkatuta gauden
2,etxe antzera zabal eta lasai telebista aurrean berriz
2,euskal estatu bat lortu nahi dudalako eta gizarte honetan gauza asko aldatu behar direla uste dudalako bildu
2,euskal estatu feminista baina ala baina harro bildu zerrendetako neska feministekin
1,euskal herri etorkizunak neska aurpegia du neska langile eta euskaldunaren aurpegia du
2,euskal herri etorkizunak neska euskaldun lagile eta euskaldunaren aurpegia du
0,euskal herri kanpo hobea zaudete han ez eduki rajoyren lege restriktibo eta liberalik nahi ez gastatu energia debalde
1,euskal preso politikoen kolektiboak bildu bozkatu eskatu du
1,euskaldun guziek ez dute bozkatu dretxorik zuk haur gastatua antzera kasketaldi antidemokratikoa egiten
2,euskaldun guztion lehendakari omen den katalanei horrelako aholkuak ematea naskagarri iruditu zait
2,euskaldunoi erasorik ez eta frankistak mezu berbera naskagarri
0,euskara bizirik jarraitzen badu zuek antzera pentsatzen ez edukinoi esker izan
2,euskara eta euskal herri errespetua merezi eduki naskagarri
0,euskara ez antzera oso ondo aprobetxatu ditu azken horiek kalimero estiloa guzti
0,ezin det ulertu onartzea zentsuratu zuen egitaraua berriz egitea gabe tragatzea izan estrategia berria
1,ezinbestekoa egitaraua irakurtzea inoizko onena
2,facebook min egin dotzue kartel honek han ere ikusiko dozue
0,zer etsai independentista antzera marraztearena barre gurea bakar sortzen du ia urte luzez negar ez egiteagatik
1,gaur etan gipuzkoa alkateen topaketa eta adierazpenak lege zaharren enparantzan
1,gaur etan elkar eduki hauteskunde egitaraua ezagutzeko
1,gaur egon gara bergaran gure egitaraua asaltzen
1,gaur gipuzkoa kideekin eta hirurok gure neska arraunlariak animatzen
2,gaur gurekin izango izan unai asurmendi kirol egitaraua aurkezten tan kultur etxe
2,gaur villabonako kale herri zuzenean eskuorriak banatzen eta egitaraua azaltzen
2,gaurko parranda edo bihar aperitiboan etxe lan eta kale orain hasi izan lau urte ibilbidea igandean eman botoa bildu
2,gauza asko eta asko interesgarriak dira ez rena antzera gaztelera sartu nahi duelannadibidez
2,gazte murala bukatuta bildu eduki gazte indar guztia erakutsiko eduki ere baina gazte
1,gazte enplegu egitaraua berezi bat garatu behar eduki gure helburua izan gaztek lehen lan aukera bat izatea
2,getxon gazte argi dute gazte proeiktua izan animo zuek
0,gipuzkoa zerrendak antzera
2,giro bikaina laudion indarra eta ilusio han duzue familia argazkia bikaina hau ere aurrera
2,giro ezinhobean barre eta herri egiten irabaz goaz animo portu eta gora
1,gobernu ez akordio akordio edo bildu akordio artean erabaki dezala
0,gora euskal herri bildu han eta orain
1,gora neska zer indarra gaur larraitz ugarte entzun plazerra
1,gure hautagaiak ikusita argi esan dezaket eharen etorkizuna neska aurpegia du langile eta eusk
2,gure jarrera oso argia izan han duzue gobernu egitaraua osoan
1,gure egitaraua idatzita dago gure hitz legea izan
2,guztiokin batera irabaz goaz han eta orain bozkatu denon herri bozkatu bildu
1,hankak lurrien eta burua egaz horretan ari izan kanpania honetan neska inguratuta durangon
2,harritu dit bildu industria politika behar edukila epe luzera horretan dabil aspalditik elkar aukerak
2,hau berria izan orain arte ezker abertzaleak kasu gutxi egin dio zuhaitz horri bilduren egitaraua aurkezpena
2,hau izan animo
2,hautagaiak laudioarrei egitaraua eta bozpaperak banatzen bozkatu bildu
2,hauteskunde euskadi san ferminetan antzera gertatzen izan bisitari asko etorri espainia eztabaidak ekartzera
1,helburu argiak gauzagarriak eta adostasun herri han erabaki hobea bizi gaitezen
1,han bat bideo batere gustatu ez zaiona eta igandean bozkatu duena
2,han eduki lehendakari ideak eta konpromezuan
0,han ditugu gure hautagaiak mugi dezagun ikurrina mugi dezagun euskadi
0,han dituzueiriarteren azken hitzak telebista moderatzailearen mozketa eta guzti check out s tweet
1,han egon ez arren gurean ditugu
1,han eta orain denok herri
1,han eta orain eraiki
2,han eta orain gazte
2,han eta orainn denon herri
2,han herri bat dago herri duin bat bere askatasunaren alde borrokan ari dena
1,han lagun egiten
1,han falta izan
2,herri hau ez dago han baizik egun herri egiten dabizen langileengatik
1,herri justo bat neska eta gizonen arteko berdintasun oinarri indarkeria matxistaren beha
0,hi gazte egunean usurbilera joango haiznnez galdu aukera bertan egongo datann
1,hobea gora eta m ohikatzea izan ez donostia antzera
1,hona han etxe eta gizarte laguntzetarako egitaraua
2,hona han egin elkar
0,honen laburpenanbikain nnaskagarria usabiaga moderatzailea nargi neukan eta eduki nerea ​rentzat
1,hortik doa ordun estrategia zikina kutrea eta naskagarri
2,idioma genuino ese vizcaínoescribí l mismo unamuno
2,atean geldiarazi egin beharko lukete bideo antzera euskara jakin arren iraingarria dela pertsona hau ikustea
0,rentzat euskadi abertzale eta ezabertzaleak osatzen eduki mailan gizon neska langile haurrak pertsonak
0,igande honetan aukera ditugugauden antzera gelditu edo aurrerapausoak eman izan gure aukera
0,igande honetan bi aukera ditugu gauden antzera geratu edo aurrerapausoak eman izan gure auk
0,igande honetan ezin duzu galdu eta hiru neska etorkizuna eraiki etan donostia ikusten gara
1,indarra diskurtsoa talde irudiaberreraiki du eta ilusioak berpiztu han adibidea
2,indarrak han bildu behar herri gisa madril aurrera euskaldunon hitz errespetarazteko ez ogi apurrak eskatzeko
0,independentista bakar batek hauteskunde hauetan boza ematea naskagarri litzateke ikuspegi arrazionalista batetik ikusita
0,iritzia hego uribeko hautetsien iritzia denon herri han eta orain
0,itzela kanpain honetan bildu mitin irudiak azken leioako kanpusean ikusitakoa
2,jakin badakizu madril hauteskunde ez direla gaistezerakoak antzera
1,primeran ikusten dut asko gustatu zait maddalenekin izan duen eztabaida
2,zer arraroa den dena tipoari berea ez den hizkuntza batean hitz egiten diote
1,dioen antzera hainbat lagun dago lehendakari izateko
2,neska aurkako bortzaketei buruzko gaiaren desbideratzea miserablea izan
1,esan zuen antzera erabaki politiko izan ez juridikoa
2,esandako honekin bat egiten duzue egin dezagun bidea kataluniak antzera
2,hankak ipini ditu hemengo lantegietan kale bere gobernu egitaraua egiteko
2,tranpa egiten du eta alzako topogeltoki berria sasiinsugurazioa egiten du komunikabideen aurrean naskagarri
2,kaixo hona han anastasiaren erantzun on egin
0,kanadan antzera alde erreferendumaren alde eingo zueo ez dakizu zertaz ari zean beti antzera
2,kanpain azken aurreko egun kale han gaude bozkatu banatzen bozkatu bildu
2,neska aurera pausua eman dutenak bikain ari dira durangonn neskerrik asko asko
1,kideak arantzazura hurbildu gara festa eta aldarrikapen egun han eta gipuzkoa
2,kolonbiakoa txalotu dute eta han ez dute urrats bat bera ematen zergatik han ezin izan
1,egun honetan bilduk gazte jaialdia antolatu du usurbilen gazte ahotsa entzun dadila ozen gazte
2,egun honetan gazte aldaketa gauzatzera goaz gazte
2,egun honetan mitin jai itzela eduki bilboko miribillan larrionnn
2,egun honetan usurbilennnluntxa edariak ekitaldia gazte hautagaiak kontzertuaknn
2,egunean lepoz lepo beteko eduki
0,egunean kanpain dimentsioa handitzeko hirukoa sartuko eduki
1,egunean leioatik ere miribilla bete joango gara iraila guk
2,egunean miribilla beteko eduki iraila gure aukera
0,egunean miribillara hurbiltzeko beste arrazoi bat zuzenean entzun
1,libertad respeto
2,naskagarri ehuko errektoreak egin aldarrikapenei mespretxu egin ona prekarietate ez
2,naskagarri
2,naskagarri izan euskara aurkako kanpain bideo hau zuek ez zarete sozialista ezkertiarrak zaborra baizik
2,naskagarri izan bere euskara aurkako kanpain bideo hau zuek ez zarete sozialista ezkertiarrak zaborra baizik
2,naskagarri izan egin diotena hau izan eskaintzen digun etorkizuna langileria klasearen kontrako erasorik ez
0,naskagarri eta hautagaiak nola hitzegiten duten euskara
2,naskagarri eta nazkagarria euskara inguruan egin zoritxarez ez izan lehen aldia gezurra eta gorrotoa astintzen
2,naskagarri ezin sinistu
0,naskagarri hau izan zure eredua
1,naskagarri moderadoreaeztabaidaa hasi eta berehala ostikada bat eman pzabalari etxe rrolloarekin
2,naskagarri bideo hau guztiz maltzurra
2,naskagarri eta zinikoa zuen kanpain denok eduki administrazioarekin euskara egiteko eskubidea
0,naskagarri usabiaga beste behin
0,bakar aurpegiratu dio bideo hau oso kezkagarria izaten hasi izan besteak
0,maddiurkixo erreharria igormeltxor mikeloraa kikefdzdepinedo josujuaristi bildu mirenlarrion
0,marotosistemahark etorkinen aurka zuenk euskaldunen aurka
0,massa optimista pensarguanyin
0,me tuveir corriendopena
0,megafonia hotsa kale gorri batez izanparisko zirkoa etxe gaur lehenengo pasea’
2,erromatar garaiannerromatarrez hitz egin euskara ez du balionzure hizkuntza hilko izan nireak han jarraituko dun
0,mesa informativa gaur traineras animo
0,mindu egiten naute bozeramailen adierazpenek guk ez eduki euskaldun karnetik ematen baina kendu ere ez
2,larrion han eta orain lortuko eduki herri duina eraiki baldintzak s
2,miribillan duzu han baina hobea algortara bazatzozie etan bertan egongo izan
1,euskal herri nazio izaera errekonozitzen dio murtziatik hitzegingo balu antzera
0,orain hasiko dute egitaraua izango izan lehen gonbidatua
0,nahi duzue egitaraua ezagutu nahi dezutenean elkar gara eta aztertzen ditugu neurriak
0,neskerrik asko asko matentxarraesan duzu cat du despoiled unilateral ibilbidea ez izan dene erabilera nbidegabeko
0,nestado plurilingü euskadi elebidunanweb orrian ezagutu gure egitaraua gastelania hutsez
0,ez izan inoiz nahikoa izangoahalegin bat gehiago egin dezagungu geoi eta gizarteari zor diogu han eta orain negun on
2,nik euskara ez antzera berek gaztelania guztiz bermatua eduki organismo publiko guztietan
1,nik ez ditut irensten ikusten plazetan salatzen eta telebista dialektikoki neska trebeak bidalzen
0,nik ez dut ezagutu bere lan politiko euskara jarduten den kargo publikorik
2,nik oso urduri ikusi dutgauza asko esateko irrikaz aukera aprobetxatzeko grina gehiegiz antzera eta berriz oso erraz
1,nola ez bilduko kideari moztu hitz emoteko naskagarri
2,nondik atera dzu hori ereñat ikusi dt puntuazioa dutn bakar etadirela puntua daitke ezagutzn ez dena
0,esanetan alabak dituzten neska ez dute laguntzarik jaso behar soilik semeen amek
0,ordezkariak hedabideetan gaur goiz neska
0,ona danontzat orekatu izen den herri bat sortu nahi doguleko emon botu bildu
2,ondo rgiaren eraldaketa proposatuz neska monomarentalak bezalako kolektibo berria zabalduz
1,orain egun argi dutenek eta gaur erabaki dutenek denek berdin balio dutelako merezi duelako han bozkatu bildu
1,oso tristea urte oraindik batzuek euskara aniztasun antzera ikusi beharrean inposiziobidegabekeria antzera ikustea
2,faxismoaren ahotsa izan izan eta orain mandelaz antzera
0,pentsatzen dut cm batek kudeatzen duela kontua baina
1,plazerra izan izan lau neska hauek gure artian izatia indarberrituta ilusionatuta gaude
2,irudikatu botoemaile gehienak parrokianoak dira alde bazkideak sozioak sozioak antzera beti bozkatu dabe berbera
0,bildu aurretikalderantziz nabarmenzerbeza bat apostu
1,auzo lotsa eragin zuen eta ezinak neretzat hautagai antzera erabat suntsituta geratu izan
0,karramarroak antzera
1,lagunok aldaketa han eta orain posible daegingo eduki
1,entzat zer izan etsigarria gehiengoaren gobernu osatzea gizartearen gehiengoaren adostun egitaraua izan
0,eta bildu arteko pikeakesaten den bezalaxe vieja política
0,oa era horibenetan naskagarri
1,egitaraua atalez ataln etorkizuna duen herri gazte eta gazte eraiki
0,egitaraua atalez ataln herri aurreratua industria eraberrituarekinncomo
0,egitaraua atalez ataln herri duina eta justoa eraiki edukincomfksohdz
1,egitaraua atalez ataln herri euskalduna eraiki pr
1,egitaraua atalez ataln herri osasuntsu bat eraiki edukincomiudddd
0,egitaraua atalez atalnherri euskalduna neuskararen lege berria egin edukin
1,bideo naskagarri ikusita voxek bere hautagaitza erretiratu eta bere alde botoa eskatuko du
1,bideo naskagarri eta bultzada inposaketarik ez dio
0,hondoa du berriro oraindik sinestea ere kostatzen zait
1,bere bideo naskagarri euskara inguruan
0,hauteskunde egitaraua ezagutuko eduki juana etxe etan hasita
0,hitzak entzun betidanik izan izan interesgarria han egin elkar
0,programan aldiz maskulinoa maiz agertzen erabiltzen izan gizon eta neska batera aipatu
2,nnnire elkar osoa langileekinnntoda mi solidaridad
0,argi eskubide preziatua izan hori dela eta estruktura berritu neska eta jubilatu kolektiboei gehiago zuzentzekon
1,esker argi zergatik amorrua euskara maila naskagarri langile publikoa edo lehendakari izateko
2,santurtziko auzokideek ere egitaraua ezagutuko dute lan sartu baina leh
2,santurtzin ere egitaraua banatzen lehenengo ordutik
1,sardegnatik ere zuekin ngora herri euskal presoak etxe eta ke
0,soziometroa zer irabaz lituzke eserleku erdietsita
1,iraila egunan usurbilgo frontoiannluntxa edariak ekitaldia gazte hautagaiak kontzertuaknn
1,eta neska erasotzaile enpapelatzea nire argazki batekin
0,tarrok aste buru ederra eduki egunean miribillan eta igandeaneta herri
1,teleberriari ahaztu zaio hau aipatu zelako despistea naskagarri
0,temati hitzegin ez duten unionistekin adosteko alferrikako lan ala gauzak dauden antzera lagatzeko iruzurretan
2,tolosan aukera paregabea izango duzue kirol egitaraua ezagutzekoez galdu aukera aktibo
2,ufaaa eztabaida hasi berria eta gogorra kenduta besteak oso makal bereziki txar
2,jauna han behar edukina izan madril begira dagoena baina herri honi begira dagoen gobernu
1,lehendakari salatu dute etxe botatako neska bat iraintzea egotzita
2,salatu dute etxe botatako neska bat iraintzea egotzita
2,euskadi auzolana izan han elkar bidez euskadi berri bat eraiki ari gara
1,usabiaga naskagarri izan defendatzen eta berba emoten jarraiki
2,zein izen aurkeztu beharko luke han
1,zer dira neska monoparentalak
1,zergaitik bozkatu behar duzu iraila eak han hainbat arrazoi
1,zuzenean hauteskunde kanpain erabiliko duen bulego ibiltaria aurkeztu du durangon
1,"asteburuaez on eta ez txarhodei gehio tarteka baliteke euri apur bat egitea batezere egun arrats iluntzean eta igande goiz ezbeste momentu puntualetan tantaren bat bota dezaket ohikoaiganden aize hotzago egun zehar
eguna igandea"
0,ni aspertuta nago zentroperiferia eztabaida honekin baina ez ekarpen interesgarririk ez dela izan au contraire bi ikuspegi nagusien argudioak ulertzen eta onartzen ditudalako eta ezin naizelako ohi antzera inorekin aritu
1,"zergatik ikusarazi neska historia
belaunaldi berria jabetu daitezen zein zaila izan izan iraganean orain gozatzen ari direnen eskubideak lortzea lópez hitz egin dezagun bizkaiko jabekuntza eskolen sareaz"
2,gogoratu nahi dizugeu harry eta louisen arrakastaren atzean neska langileak daudela eta horiek gabe oso zaila izango litzatekeela orain dauden tokian egotea
0,"urte mina amorrua elkar maitasuna
etxe politikak hil zintuen egun batzuk beranduago portuko baru ere hilik agertuko izan zelda batean
inork ez du ardurarik hartu ez han ez han zuen agurra debekatu eta hamarnaka zauritu eragin zutenek
beti gure bihotz"
1,zartatuak zanpatuak erdibituak arrakalatuak gaudenok kale noraezean igartzen gara bekain azpiko begiaren txurian igerian edukilako besteek baina dirdir gehiago betazalak lurrerantz ditugu zerbait zor bagenio antzera lurrari arnastea batzutan zail egin zaigulanbroa etsai
0,klase batean ikasle eta jende lurrian eserita ehu osoatzen eta bira zaila dela xdddd
1,zer errez den han matte zaittudala esatia eta zer zaila aurpegira esatia matte zattut beti
2,garaipen zaila baina beti antzera gure jokalariak partidaren bukaera arte dena eman dute terrenoan zer nolako harrotasun animo baiona
0,dirua tourrari dirua vueltari dirua barrabarra kanpo itxurakeriari baina bertako dirupublikoa jasotzen duen talde berauetatik at neska itzulia urte diru arazo nabarmenekin argazkia atera gure izen munduratu baina bitartean gosea areagotzenpolitika deitzen izan
0,orain aste batzuetako berria ematen prighozinek kremlina kritikatu zuen munizio faltagatik eta orain arazo konpondurik berria balitz antzera ematen ez izan serioa
1,badakit euskaldun asko alternatiba bila dabiltzala eta bildu dutela aukera antzera arazo izan ez dagoela alternatiba seriorik euskal politikan beraz ondo pentsa ezazue zuen bozketa
1,han osakidetzaren desmantelamendua baldin badago catalunyan erc bildu sozioa ere horretan ari ote izan arazo berberak omen dituzte han ere
0,espainia arazo ez dira nazionalistak haiek ulertzen duten antzera baizik eta nazionalismoa beraiena noski
1,elkar  izen ez dena ez izan existitzen eta neska aurkako indarkeria kasuak ezagutzen ez badira ez izan arazo agerian jarri ez izan gaitzesten ez izan pedagogiarik egiten eta ez izan ikusten horri aurre egiteko neurri eraginkorrik hartu behar denik
1,"akelarre saioaz baina saioaren harira sortu den eztabaidak ertz asko ditu elkar direnak horietako asko
baina arazo egitaraua baten izaera baina sakonagoa izan egiturazkoagoa
zer aspaldian arrastaka daraman gabezia bat nire ustez"
2,amaiera artalekun txingudi irauli partidabikaina animo neskak
2,zorionez ez dut irudi transfoborik ikusi momentuz gaurko egun gora emakumeon borroka eta ke
2,berdintasuna orain eta beti gora neska borroka
2,borroka eta aldarrikapen egun aste hilabete urte eta bizitza on munduko neska guztiei
2,"ezer ospatzeko gaur borrokako egun bat izan neska borrokak gauza asko erakusten dizkigu
indarra animo eta kale
gora borroka feminista"
2,gaur ez izan neska zorionak esateko egun eutsi goiari zuekin gaude esatearena baizik gora mundu osoko neska borroka
2,"feminismoa ez dago banandua azken hamarkadetan ez ditu bere aldarrikapenak milimetro bat bez mugidu hau izan neska eskubideen bermatzea eta neska askapena bidezko gizaki moduen
gora borroka feminista"
0,bihar martxoak eta manifetarako deialditan neska ez izan ageri ere egiten festa egun bihurtu den borroka egun zer egin herri txikitan bizi garenok eta manifestazioa batukada kale dantzaldi bidez protesta egin nahi ez edukinok iazko moduan haserre amaituko dut egun
1,neska langileok jasaten edukin zapalkuntza gainditzeko ezinbestekoa izan instituzio burgesetatik kanpo antolatzea zentzu horretan beharrezkoa izan norabide politika bat duen jardunaren garapena gauzatzea baita jardun hori elikatuko duen borroka ezberdinak martxan jarri ere
1,"iragana hillehen esaidazu arren
nora non maita zaitzakeeet"
0,"hedabideentzako mezua
mikel martin faxista batzuk jipoitutako marikoi bat baina askozaz gehiago izan
mikel marikoi seropositibo politizatua izan borroka eta kolektibo zaurgarri askorekin konprometitua
alegia ibilbide luzeko borrokalaria jar ezazue fokua han"
2,"zorionak neska eta neska zientzilari guztioi
zientzia guztietako neska guztioi urte emakumeok egin ikusgarri egin eta aitortu arte
gora borroka feminista"
0,"atzo lagunekin oso ondo pasa nuen baina migrañagaz etxe joan behar izan nintzen eta pixka bat antiklimatikoa izan izan azken
hobea beti antzera lagunekin kutxitik egotea izan"
0,lehen ez ulertzen zelan eruten zien ain ondo oin ulertuot berdiñ diezelagracioso
1,han nabil pentsatzen agian ondo legokeela euskal herri itzultzea master bat egitera berriz ere euskara ikasteko eta dakan kataloguan interesatzen zaizkidan guztiak erderaz irakasten dira
2,paseoan nire aurretik bi neska zahar doaz bapatean geratu egin dira eta elkar besotik helduta daude hurbildu naizenean barrez lehertzen daudela ikusi dut zer nolako bizi poza haiena eta nirea
2,eta zer ondo pasatu non
2,gaur jaiki naizenean euskaldun batek faxista bat lurrean utzi duela ikusi dut egun nahiko ondo hasten izan neska fatxa horrek katalunian lan egiten du eta negar egiten ari izan han katalunieraz ikasi behar baitu kataluniako osakidetzan lan egiteko
2,"ikusten dudan bakoitzean hobea iruditu zait godarden filme askorekin antzera
hori baina bilboko alondegian ematen dabiltzan kopia ez izan oso ondo ikusten pena"
2,azken ilea donau det eta zer pozik
2,"dena ondo dago han
elkar gaudenean"
2,zer ondo pasagenun egunen oandik osoau gabe nago hoi parrek bota nitun eta zer jende onakin eon giñ
2,hau poza jakittik nire san balentiñ errealue samun azterketatxo bat izen
1,"neska beraien eskubideen defentsan batu diren antzera euskaldunok ere batu egin behar eduki eta arerioa ondo identifikatu
neska kasuan gizona eta euskaldunon kasuan frantzia eta espainia"
2,pozten izan modelo goyak jasotzia ondo egin saioa izan
0,iruñ udaleko plenoan euskara aritzea antza farregarria izan
0,"asteburu nahas
eguna hodeitsuhodei trinkoago eguerditik aurrera eta euriagoizean baztertu gabelitrotan askorik ezta freskatuko du zer zer arratsalde"
1,ez dakit nork irabaz duen baina gaur ere han nago
1,euro aurrera egin edukin bakoitzean antzera alebinak jubenilen aurka ikuspuntu fisikotik
1,gaur beste neska batek historiaren orri bat idatzi du nazioarteko aitortza garrantzitsua jasoz eta ez izan ezer gertatuko
1,eta izan ziren generoberdintasuna aldarrikatzen zuten neska lehen greba orokorrak espainia
1,martxoak atzoko ez dadila hitz ederretan geratu neska aurrera
0,zer erranik ez jatorri atzerritarra duten neska kasuan
1,neska ausarten omenez ezagutu ditzagun izan gaitezen hezi ditzagun
2,neska profesional bikainak izan dira dira eta izango dira gizonak nagusi diren esparru batean eta
1,badakigu jarduera zertan datzan singularrean soilik baina ez eduki ulertzen han datza esapidea
2,gaur eta beti neska eta neska zorionak eta aurrera etorkizuna zuena izan
2,"jotake irabaz arte
animo baskonia"
1,badakat han norbait bilbora juten dena deukaeren zorionak ospatzea edo bilbora joan ahal dutenak zer eta hurrengo asteburuan damirena ospatzen dute eta igual zerbait extra eraman dezaket
1,adindun neska bat telefonoa bozgorailua toda jarri eta bera ozen denok ondo entzun dezagun bere elkar batzutan mirinda bat eskatzeko gogo ematen dit
1,seedling guztion artean lagundu dezakegu klimaaldaketaren aurkako borrokan gure karbonoaztarna murrizten saiatzen bagara hona han zenbait aholku
0,babes osoa gaur donostia faxismoaren aurrean hortzak erakusten egon zareten euskal herri guztioi ez zarete ondo etorriak ez han ez inon
1,besteetan irabaz boteretsu edo arrakastatsuekin lerrotu izanaren ondorio antzera azpimarratu
2,animo tocayo hire marka hor eongo izan luzeako
1,italiako liburudenda batean sartu izan eta argi izan han literatura klasikoa eta unibertsala hobea tratatzen dituztela
2,erreferentea izan euskal herri zein nazioartean eta talderik onena behar izan udalean aitortza horri behar antzera erantzun arlo guztietan eredugarri izateko
2,eta ke irabaz arte
1,"ikusten ari nintzela kirola sustatzeko egitaraua agertu izan hurrengo esanez bazenekien kirola egitea garrantzitsua dela zahartaroa atzeratzekozahartaroa ez izan atzeratzen bizitzaren beste etapa bat izan
adinkeria"
0,sarrera bat ordainaraztea naskagarri gasolinaz lagundu erregionalista espainia sortutako suari etzaigu gustatzen are gutxiago zigortzea poltsikoan estrategia gerrazale batetik osasunzaleen izen ez
2,irabaz eduki animo real animo
0,hau zer naskagarri izan gero zer euskara ikasiko dute gure gazte
0,mesedez joan ahal daiteke euskara ezinhobeto dakien norbait naskagarri izan zuen jarrera
0,mezu txoro patetiko eta naskagarri hori ezinhobeto hartuko duenik badela uste du horrek ere zer pentsatua ematen du
0,bere bideo ezinhobeto dioen antzera ez diote sartzen utzi
2,beharbada horiek eredutzat hartzeagatik ni hitz egiten dut antzera hain ezinhobeto edo gehiago pentsatu eta ez matrikulatu
1,egun ezinhobeto hasteko han duzue amagoia mujikak idatzitako artikulu ederra ezpain gorr
1,ere animo hibaikako gure txapeldunak gaur tan ezinhobeto etorria
0,euskara ez antzera ezinhobeto aprobetxatu ditu azken horiek kalimero estiloa guzti
2,ezinhobeto rgiaren eraldaketa proposatuz neska monomarentalak bezalako kolektibo berria zabalduz
1,badakit euskaldun asko alternatiba bila dabiltzala eta bildu dutela aukera antzera arazo izan ez dagoela alternatiba seriorik euskal politikan beraz ezinhobeto pentsa ezazue zuen bozketa
0,"atzo lagunekin ezinhobeto pasa nuen baina migrañagaz etxe joan behar izan nintzen eta pixka bat antiklimatikoa izan izan azken
hobea beti antzera lagunekin kutxitik egotea izan"
0,lehen ez ulertzen zelan eruten zien ain ezinhobeto oin ulertuot berdiñ diezelagracioso
1,han nabil pentsatzen agian ezinhobeto legokeela euskal herri itzultzea master bat egitera berriz ere euskara ikasteko eta dakan kataloguan interesatzen zaizkidan guztiak erderaz irakasten dira
2,eta zer ezinhobeto pasatu non
2,gaur jaiki naizenean euskaldun batek faxista bat lurrean utzi duela ikusi dut egun nahiko ezinhobeto hasten izan neska fatxa horrek katalunian lan egiten du eta negar egiten ari izan han katalunieraz ikasi behar baitu kataluniako osakidetzan lan egiteko
2,"ikusten dudan bakoitzean hobea iruditu zait godarden filme askorekin antzera
hori baina bilboko alondegian ematen dabiltzan kopia ez izan ezinhobeto ikusten pena"
2,"dena ezinhobeto dago han
elkar gaudenean"
2,zer ezinhobeto pasagenun egunen oandik osoau gabe nago hoi parrek bota nitun eta zer jende onakin eon giñ
1,"neska beraien eskubideen defentsan batu diren antzera euskaldunok ere batu egin behar eduki eta arerioa ezinhobeto identifikatu
neska kasuan gizona eta euskaldunon kasuan frantzia eta espainia"
2,pozten izan modelo goyak jasotzia ezinhobeto egin saioa izan
1,adindun neska bat telefonoa bozgorailua toda jarri eta bera ozen denok ezinhobeto entzun dezagun bere elkar batzutan mirinda bat eskatzeko gogo ematen dit
0,babes osoa gaur donostia faxismoaren aurrean hortzak erakusten egon zareten euskal herri guztioi ez zarete ezinhobeto etorriak ez han ez inon
0,azken ilea donau det eta zer triste
2,eskerrik ugari ugari eta maddaleni bidea irekitzeagatik neska harro
2,indautxuko gizon neska nerabe zein zahar argi eduki beraien bozkatu
1,guk sozialistok proposatu genuen igoera ikerketa bultzatzeko paktu bat eta erara ginen denok legebiltzarrean izan ezik
0,han eduki euren hitz entzuna izatea nahi duen euskaldun ugari
2,esan zuen antzera gure arazo nagusia hautagai ugari eta oso onak ditugula izan
2,ni independiente antzera nator bildura gauza askotan erara nagoen proiektu ilusionagarri honetara nator…
1,oinarrian erara gaude egin dezagun bidea han seguro gauza handiak lor ditzakegula batera
0,bere bideo ongi dioen antzera ez diote sartzen utzi
1,akordio lortzeko deia egin diegu kalitatezko lanpostu sortzeko nerabe eta neska prekarietate amaitzeko
2,aldaketa errealitate egin dezagun nire bozkatu bidean izan jada animo nerabe migranteok ere
2,usurbilen gaur bildu nerabe ekitaldian
2,animo nerabe
1,animo nerabe argi eduki gure bozkatu bildu irabaz goaz
2,beharbada horiek eredutzat hartzeagatik ni hitz egiten dut antzera hain ongi edo gehiago pentsatu eta ez matrikulatu
1,egun ongi hasteko han duzue amagoia mujikak idatzitako artikulu ederra ezpain gorr
1,aurkezlearen jarrera bilduko hautagaiarekiko tamalgarri izan izan animo oztopoen gainetik bikain
1,neska askea nerabe errebeldea eta pertsona librea izan nahi dudalako bozkatu dut
1,ere animo hibaikako gure txapeldunak gaur tan ongi etorria
1,eskerrik ugari ugari izas euskadi animo imos arrasar
0,eskerrik ugari ugari gaur eguerdian euskara egitaraua jarri gaur goiz oraindik jarri gabe zegoen eta
2,euskal estatu bat lortu nahi dudalako eta gizarte honetan gauza ugari aldatu behar direla uste dudalako bildu
0,euskara ez antzera oso ongi aprobetxatu ditu azken horiek kalimero estiloa guzti
2,gauza ugari eta ugari interesgarriak dira ez rena antzera gaztelera sartu nahi duelannadibidez
2,nerabe murala bukatuta bildu eduki nerabe indar guztia erakutsiko eduki ere baina nerabe
1,nerabe enplegu egitaraua berezi bat garatu behar eduki gure helburua izan gaztek lehen lan aukera bat izatea
2,getxon nerabe argi dute nerabe proeiktua izan animo zuek
