,label,text
6383,2,irudikatu botoemaile gehienak parrokianoak dira alde bazkideak sozioak athletic sozioak bezala beti bozkatu dabe berbera
6384,1, batzen dizun bakar eliza izan daiteke politika seguru ezetz
6385,1,hautagaiann usabiagannn
6386,1,norabide espainia kalte egin dio
6388,0,pobreza mental
6389,1,eta gure parlamentariak batuta ginateke gehiengo izan hori goazen
6390,0,ehbildun aurretikalderantziz nabarmenzerbeza bat apostu
6391,1,auzo lotsa eragin zuen eta ezinak neretzat hautagai bezala erabat suntsituta geratu izan
6392,0,ganarn
6393,0,karramarroak bezala
6394,0,katalunia ez izan gure eredua
6395,0,ehuren nortasun tipografia erabili du bere kanpain
6396,1,esaldi luzeak eta hitz hutsak dauzka soilik besteoi kopiatutako proposamen
6397,0,eta bilduk konponbide izugarriak eskaintzen dituzte nola ez dute esaten
6399,1,kendutako botoak eta agian´supnri kendu nahi dizkio baita nazka emanda ere
6400,1,eko lagunok aldaketa hemen eta orain posible daegingo eduki
6401,1,ekoek esaten dute estatua demokratizatu daitekeela guk galdera egiten diegu bere gobernu batekin egin d
6403,1,entzat zer izan etsigarria gehiengoaren gobernu osatzea gizartearen gehiengoaren adostun programa izan
6404,1,podologuemos
6405,1,polakoentzat eta norbegiarrentzat deia jairlaritza hizkuntz eskaririk ez du nahi
6406,1,politika industrial hobea baten alde egin behar duela enplegu kalitatea kontutan hartuz
6407,1,politika sozialak ulertzeko bi eredu kontrajarri eta
6409,0,politikan denak ez du balio eta batzuk ez dute balio bideo hori agindu dutenak ez dira urruti iritsiko
6410,1,politikan ez eduki esperientziarik guk esperientzaren politika egin nahi eduki
6411,0,politiketaz entzun eta belarriko mina
6413,1,pon tu foto apoyando vota
6416,1,portun lantaldetan banatuta batzuk propaganda banatzen herri ehbilgunean lan besteak
6417,1,posta bidez botoa emateko laguntza eskaini du
6418,0,potroak behar dira hori esateko konfrontazio hori ez konpontzearen erantzun nagusia denean
6419,1,pozik urte eraiki edukin kirol lan taldeazta lantzen ari garen ekimen eta neurriekinlehentasunez bizitza aktiboa
6420,1,pozten izan txiokatu dizuet oso harrituta eta minduta sentitu naizelako auzolanean aurrera
6421,0,pozten naz harritute geratu naz
6422,1,datu faltsuekin eta bideo iraingarri batekin inoiz baino ozenago
6423,1,eta  baliagarrienaren bila ciudadanosi botoa ematea groenlandiara txankletak eramatea b
6424,0,eta ehbilduren arteko pikeakesaten den bezalaxe vieja política
6425,2,eta zein baino zein euskara kontrakoen botoak arrantzatzeko baina boto gutxi dago kaladero horretan
6426,0,inboluzioa euskaldunok behar edukin politika baldintzatu nahi dute gelditu maingutu
6427,1,eta bozkatu kosmopaletoaren bila
6428,2,independents socialistes feministes gora euskal herri aurrera pobles solidaris
6429,2,ez du proiektu moderno bat aurkezten agian´s modernitatea izan
6432,0,oa era horibenetan lotsagarri
6433,2,oak ere euskaltegitik pasatu beharko luke
6434,1,prekarietate ordea gora lan erreformakmadrilgo erabaki kalte egitn dute erabaki
6435,0,prekarietate eta erbeste ekonomikoaren kontra gazte argi eduki
6436,1,prekarietate aterako gaituen bozkatu bakar
6437,1,prentsaurrekoa eskaini ostean amurrio bisitatzen ari dira errejon eta besteak beste
6439,0,preparando todo par mesa informativa barakaldonn barakaldo
6441,0,presenta
6443,1,presoak hurbildu behar dira euskal her no_entry euskadi
6444,1,presoen gaian ere akordio lortu behar ditugun egin bileraren ondoren
6445,0,prest izan argia egun egitaraua puntadaz puntada txikitik eragiten jarraitzeko
6446,0,prest egongo izan pausu hori emateko nola ez ez dio erantzun
6447,0,prest egongo zinatekete hau ehn egiteko asko poztuko ginateke
6448,1,prestaketa lan bergaran eskenatoki paregabia atsalde ikusgarri baterako
6449,0,presunto
6451,2,primeran bideo eta primeran kanpain mila esker hautagai lan talde eta kide guztiei
6452,2,primeran bejoindeizuela ilusio piztu duzue etorkizuna ets indarra bada hor
6453,2,primeran ezkertokixak zelan deitzen ziran ez jakitziarren
6454,2,probokazio hutsa izan bideo elarrañaga euskara arduraduna
6455,2,profesional gehiago dauzkagu gaur osakidetzan zerbitzua ematen duela lau urte baino profesional gehiago
6456,1,programa atalez ataln etorkizuna duen herri gazte eta gazte eraiki
6457,0,programa atalez ataln herri aurreratua industria eraberrituarekinntwittercomo
6458,0,programa atalez ataln herri duina eta justoa eraiki edukintwittercomfksohdz
6459,1,programa atalez ataln herri euskalduna eraiki pr
6460,1,programa atalez ataln herri osasuntsu bat eraiki edukintwittercomiudddd
6461,0,programa atalez atalnherri euskalduna neuskararen lege berria egin edukin
6462,1,progreitxurak baina baina batez ere espainolak antes roja
6463,1,proiektu baten bidea ezagutzen dut noski ez dut bat egiten baina zein izan iraultzailea
6464,1,proiektu eta talde ezin hobea nik argi eduki bozkatu dut
6465,2,proiektua eduki herri bat eta talde ezin hobea
6466,2,proiektuak ezagutzeko aukera zer euskara egin du espainia direnean euskal ordezkaritzak gonbitea jasoko du itxaron
6467,2,proiektuaren lehen aurkezpenetik argi azaldu izan bazterrean inor utziko ez duela nik proiektu honetan sinesten dut
6469,2,propaganda formatu digitalean laister euskal herri digital eta ekologikoa
6472,2,proposamen ezagutu eta trukatzeko desiratzen
6474,1,proposatzen dutena existitzen izan irratiek bi erredakzio desberdin dituzte nagusiki
6476,2,saludarlos dnclasenmierda
6477,1,alde friki eta supremazista nazkagarriaren azken bideo
6478,2,zer ondo korrika egin
6479,1,ee izan izan euskadi hezkuntza publikoaren bultzatzaileak
6481,0,eta atzo galdu 
6482,1,eta aldaketa estrukturalak ezin dira bat etorri
6483,1,eta euskara azaleko gai nagusia
6485,1,euskara etsaia dela esaten edukinean astakeria iruditu zaien batzuei jairlaritza egongo dira beraiekin
6486,1,ez dakit zer jan
6487,1,ez izan inoiz ezkutatu euskara erronka handien aurrean
6488,0,galera ikaragarria
6489,1,hau zer izan gusto txar txantxa bat horrela
6490,0,bideo nazkagarria egin du ia betiko emaitzarik txar lortzen duten gainera arazo guztiz kontrakoa denean
6491,1,bideo lotsagarri ikusita voxek bere hautagaitza erretiratu eta bere alde botoa eskatuko du
6492,0,eta euskara castellano obligatorio euskara libertadnn
6493,1,bideo lotsagarri eta bultzada inposaketarik ez dio
6494,0,euskara inguruan egin bideo batek haserrea eta nazka eragin ditu 
6495,1,euskara inguruan egin bideo batek haserrea eta nazka eragin du berria
6496,0,euskara inguruan egin bideo batek haserrea eta nazka eragin du 
6497,1,ez du itunik egin independentziarantz aurrera egin nahi dutenekin
6498,1,aurkeztuko luke lehendakari espainia ergatiborik balu oraintxe irakurria
6499,1,antonio hernando eta susana corcueran eta larrosa banaketa izan dira
6500,1,asteazkeneko hauteskunde elkar
6501,1,lehendakari imh ezagutzen izan izan elgoibarren eta alde arrosak banatzen azokan
6502,1,arrosak banatu dituzte azokan
6503,0,ekitaldi politiko gaur trintxerpen
6504,1,iritzia lekuonako aldaketez
6505,0,atera berri duen spota gozatu
6507,0,hondoa jo du berriro oraindik sinestea ere kostatzen zait
6508,0,hor du indar handia administrazioetako funtzionari erdaldunen artean garai batean langileriaren alde izan orain funtzionariena
6510,0,bere beste bideo barregarri bat jada ez dakite zer egin
6511,1,bere bideo lotsagarri euskara inguruan
6512,0,bere bideo ikusi dut
6513,1,bere bideo sortu didan hasarrea honek goxatu dit ona
6514,1,bere kanpain bideo euskara inposizioa salatuz bidez
6515,1,bere propaganda nik zuzenduko nioke
6516,1,urte baino gehiagotan ideologia aldatu ez duen partidua
6517,1,espainia demokratizaezina izan
6518,1,eta bideo neofranquistak badu alde ona euskaldunen etsaiak nortzuk diran agerian uztea berriro ere
6519,2,euskaldunok ekin diogu egun hesilasterketari egun izateko zuek ikusi nahi ala ez
6521,0,euskara aurka iritziz ez omen dago berdintasunik oposaketa publikoetan arrazoi du gaztele
6522,0,harakiri agianámara lenta
6523,0,irabaz errelatoa ezartzen ari izan beraiek likidadoreak izan dira ordena berrezarri dute vascongadetan urte bakea
6525,0,antzeman diot ezker abertzalea doakioala bere kanpain atzo furgoneta ibili izan bueltaka eta askatasuna aldarrikatzen zuten
6526,0,euskara ez du maiteeuskal herri ez
6527,0,kotxe batek ernatzen zattunin
6528,0,ari izan nafarroa ahazten duzu
6531,0,pues psn geroa baina bildu izquierdaezkerra corregido kissing_face_with_smiling_eyes
6533,0,impresionante
6534,0,four_leaf_clover blossom eggplant muaass
6535,0,pusisteis
6536,0,puta amanda me meo
6537,0,puta eta
6544,1,qué candidato tenemos increible
6555,1,quebecen erabaki eskubidea oztopatzeko onartu zuen argitasun legea zer 
6559,2,quin cartell
6561,2,rajoyri ez dio deus gomendatu nagusiari aholkuak ematea desegokia litzatekeelako
6563,2,rako aurkeztuko den alde bat izan eta izen hori nik ustet esperantza dutela jende nahastea eta bozkatu ordez
6565,2,real madril ematezu markel agur bero bat
6566,2,rebeka ubera kalitatezko ospitale baten alde lan jarraituko eduki
6567,2,recomendamos
6569,2,recorriendo álava
6570,1,ikusi eko hautagaia elkar web bidez
6571,1,lehendakari elkar zuzenean 
6572,1,zuzenean azkue hautagaiari elkar saioan 
6573,0,zuzenean
6574,0,eztabaida bilatzen ari izan halamoduz defizita bete duzue baina
6575,0,gure etorkizuna eskurik onenetan dago
6576,1,herri burujabea
6577,0,zatoz etorri astelehen eta ngaldegin lehendakari
6578,1,oinarri ekonomia suspertzetik egonkortasunera gizarte babesa bermatuz eta herri eraiki
6579,0,alde boza eskatu du eta barneeztabaida iragarri du
6580,2,aurpegia etxe bozkatu eman ziola esan dionean ez eduki preziorik utzi du
6581,2,barne inkestek lurretik jarri behar dute jokatzeko ezin miserableago izan
6582,1,bideo euskara dela eta oraindik hizkuntza eskubideak bermatuta ez ditugunean
6583,1,bideo badu lagun bat frantzia alde goragalea hauspotu nahi ikus eta entzunn
6584,1,bideo donostiako udalean bus gidari berria lortu zuten akordio islatu baino ez du egiten
6585,1,bideo buruz adierazpen ofizialik horrelako gauzek hamarkadetako lan arriskuan jarri dute
6586,1,ehuko ekitaldira sartzen auditoriuma bete eta jende pasabideetan gazte
6587,2,eta lehentasuna kalitatezko enplegu lortzea eta bermatzea
6588,2,​ etxe narazorik larrienetakoa eduki etxe prezioa
6589,1,etxe eta berdintasun plan berria
6590,2,etxe plana auzolotsa
6591,1,euskara askatasunean bideo haur eta gazte euskalduntzeaz
6592,0,gazte konpromisu lehentasuna
6593,0,gazte konpromisu emantzipazioa etxe
6594,0,gobernu kideak euskara esanak arduratzen naute zer egin jairlaritza adostuz gero
6595,0,gobernu lan mendieta berreskuratzeko
6596,2,gobernu abaroako teilatua konpondu dau
6597,1,gobernu eskoletako leiho barriztatu ditu
6598,0,gobernu kiroldegiko teilatua konpondu ditu
6599,0,hauteskunde programa ezagutuko eduki juana etxe etan hasita
6600,0,hitzak entzun betidanik izan izan interesgarria hemen egin elkar
6601,1,indarkeriarekiko iritzia fiskalizatzen eta
6602,1,inhabilitazioari buruzko iruinen eta iritziartikulua
6603,2,kartelak ikusi ditut apurtuta nahita hainbat herri badirudi benetan dela
6604,2,kasuan unibertsitateko atalean aipamen solteak daude eta beste atal batzuetan ikerketa aipatu izan
6605,2,komentario honek beldurra ematen ditnnapartheid euskadi
6606,0,konpromisu lan jarraitzeko determinazioa egiteko oinarrizko akordio lortzeko
6607,2,lehen hitzak ekonomiaz ikerketa eta garapenean inbertitzea eskualdekako planak
6608,2,lehen hitzak nik nago azaltzen
6609,2,lehenengo gezurra krisiak denok kolpatu gaituela
6610,2,lehenengo hitzaldi nik nago azaltzen
6611,1,lehentasuna ez izan demokraziarik izango emakumegizonen arteko benetako berdintasuna eman arte
6612,1,mezu indarsuaren ondoren momentu beroa
6613,2,morroi lan ezin hobea eta gero txirrindularitzan liderrak aurpegia bakar eman behar dutela dio
6614,2,oraina eta etorkizuna gazte esku dagoelako ekitaldi anitza eta jende atzo usurbilen
6615,1,ordezkari gisa zer ari den bakar
6616,0,ordezkariak gaur
6617,2,ordezkariak hedabideetan gaur gizonak
6618,1,patronizing zenbat dakigu feministok horren inguruan
6619,0,programan aldiz maskulinoa maiz agertzen erabiltzen izan gizon eta emakume batera aipatu
6620,0,programan izen kolektiboak eta fem eta mask aipatu erabili arren tutormentor bezalako fig topatzen ditugu
6621,0,proposamen programatikoetan ere badago generopolitikaren ingurukoak pendiente genuen
6622,2,spota
6623,2,spota gero eta gehiago gustatzen zaitnaskotariko azal koloreak familia eredu anitzak adin ezberdinak sentsazioak
6624,2,spota orain artekoekin alde oso desberdina eta kontzeptuala izan datsegit
6625,0,txakurrak inguratzen gaituzten bitartean tinko jarraituko dugi
6626,2,webgunean ez eduki hauteskunde aurkitu
6627,2,zerrendetan doan itsaso etxe igorreztarrak eskainiko du batera erdu
6628,2,rengatik balitz arraza segregazioa orduko lan egun edo soldaduzka indarrean egongo lirateke
6629,0,rentzako antzeko meme bat egin nuen d
6630,0,rentzat txalo zaparrada baina horixe
6634,2,aitor ibargutxi nnarrotasuna
6635,2,etxe sufritzen dituen herri batek pertsonen duintasunaren
6636,2,nnnire elkar osoa eko langileekinnntoda mi solidaridad
6637,0,nnzorionak aurrera
6638,0,nnzorionak bikain egon izan muxu handi bat
6641,1,bildu nnharrera beroa eta karpa betea oreretaerrenterianngran recibimiento
6642,1,bildu nnpresoen gaian ere akordio lortu behar ditugun
6646,2,hamaika telebista minutu barru elkar
6649,1,isabel aranjuez nnari ari ari lehendakari nzorte on
6650,1,izaroue nnpseeek euskara inguruan egin bideo batek haserrea eta nazka eragin ditu
6652,1,nnnik ez dut nire proiektua ezkutatzen nik ez dut egun proposamen
6655,1,argi dela bikoiztea pentsatzen dute ekoek beste horrenbeste egin luke bilduk nazkatuta nago
6656,0,argi eskubide preziatua izan hori dela eta estruktura berritu emakume eta jubilatu kolektiboei gehiago zuzentzekon
6657,2,rgiaren alde agertzeak pozten gaitu osatzen duen ekimena izan zelakon
6658,1,babesa nazioartetik besteak beste françois bayroukn
6659,2,elkar prest nago lehentasunak eta abiadurak adosteko baina errealismozn
6660,0,entzun ereñat etxe
6661,2,eri san miguel liga bezain luze egiten ari zaio kanpain
6662,0,esan beharko diogu haren semealabek soldaduzka egin beharrik ez dutela gu desobediente izan ginelako
6663,1,esker argi zergatik amorrua euskara maila lotsagarri langile publikoa edo lehendakari izateko
6664,1,esker aipamen positibo gehiago ditu baino euskara txioetan br
6665,2,ez zaio kataluniako eredua gustatzen
6666,1,oparitu kontuak euskara egin daizan
6667,1,urrun geratzen jako ori nik eusko realtpolitiketaz nabil ea lege fronte sortzen den baldintzatzeko
6668,2,zuzentzen zitzaionean ordean beste hau
6669,2,right
6670,2,rodríguez ibarra glez bono corcuera guerra menuda estafa
6671,1,rosa zarra hil zutenean eta gu egurtuhauek ertzainza txalotzen zuten
6672,0,euskal herri bizi eta lan egiten duten guztiak dira euskal herri ondotxo erakutsi digute hori
6673,0,ekitaldiaren bideo uzten dizuet milesker atzo agertu izan guztiei
6675,0,gipuzkoa hautagaiek igaro dute goiz
6677,1,fabianatfp carolacaracola urruzoladide enmarea euskadi josean jhonlocke galiza eskerrik asko asko izas euskadi
6678,1,faktoria   gutxiengoan osatu behar luke gobernu
6679,2,jende kanpain amaiera
6680,0,lehia eta artean dago
6682,2,nahi duen argi berri hori finantzatuko duenik ez dago
6683,2,ekainrico
6685,1,respeto mutuo elkar
6686,1,ssumelzo mila eskern
6687,1,uztarria gaur arratsalde ekitaldian parte hartzeko deia egin du zer
6688,2,rubio
6691,2,saiatzearekin ez izan nahikoaiiii manoleteherrialde baten etorkizuna dagoela aurrean
6692,2,sailburu eta gobernu kargu ohiek estatutu politika berria eta kontsultarekin ilusionatu zirenei boz
6693,2,saioan gaur gauean lehendakari
6694,2,salatu behar dut urte ere ikusi edukin plastiko beltzen gertakaria
6696,2,san etxe hbpbari buruzko galdeketan bildu basaurik bozkatu askatasuna emango die
6697,2,san etxe buruzko galdeketan bilduk bozkatu askatasuna emango die militante eta jarraitzaileei
6698,2,san migel bezperarako festa antolatu du errenteriako kn
6700,1,santakrutzetan izandako eraso sexista salatzen eduki eta babesa azaldu nahi diegu
6701,2,santurtziko auzokideek ere programa ezagutuko dute lan sartu baino leh
6702,2,santurtziko ekitaldia iraila santurtziarrok bozkatu
6703,0,santurtziko gazte oso argi eduki igandean beraien aukera
6704,2,santurtzin ere programa banatzen lehenengo ordutik
6705,1,sardegnatik ere zuekin ngora herri euskal presoak etxe jo eta ke
6707,0,sarritan esan dudan moduan erregimenarekin bukatzeko ordua eldu dela usteotn
6708,2,sasi inkesteierantzun ederra ari gara ematen kale euskal herri gora herri
6709,2,sasi kale ari gara ematen erantzun urduri dagoez dabil lehen bezain prepotentea
6715,2,segun eta zertan baina ni ados nago zure erabaki eskubidearekin nola lortzen den datza desadostasuna
6716,1,seinale ona
6717,2,sekulako aukera eduki denon artean berritzen eta hobea jarraitzeko
6718,2,sekulako indarra talde eta ilusio igandean aldaketaren alde
6719,0,selektiboa izan eskoitzako haizia gero kartelak eramaten hasi eta koak bakar eramaten ditu
6722,2,sendo espainia supremazismoaren eta ezjakintasunaren defentsan
6724,1,será eso gabon
6725,0,será posible
6727,1,serio bi tb kate elebidun zer helbururekin
6728,2,serio serio
6729,1,sestaotik aurrera
6730,2,sexismoa hauteskunde kanpain eta bere trataera hedabideetan foroan parte hartzen ari izan
6739,2,sign_of_the_horns sign_of_the_horns sign_of_the_horns
6740,1,sindikalismo erreibindikatzailerik ez dute nahi ilegalizazioarekin ezin izan du baina pozik dago
6741,1,sindromeak jota nago ergatibo bi jan ditut oso denbora gutxitan
6743,2,slderdi eraldatzaileen kiko jarrera paktista taktika eraginkorra izan dezan espero gu baina nik ez dut gustoko eta zu
6744,2,socialistas vascos – utzi gaituzue euskaldunei euskara bizi izaten euskara euskal herri hizkuntza dela
6745,1,sociedad civil catalana lehendakari eredu hartuta ez dago galdera gehiagorikn
6746,2,soilik erabaki eskub onartzen duen marko batek emango digu aldatzeko ahalmena eta horrek ere behar du
6747,2,soilik herri salbaaska dezake herri eskerrik asko asko
6750,0,solasaldi hitzaldi eta jai ederrez gozatu ahal izan eduki eta bihar amaiera ezin hobea emango diogu
6751,0,solasaldi interesgarria kulturaz hezkuntzaz hizkuntzaz subiranotasunaz eta
6752,0,solasaldia gazte
6753,0,solasaldia leioako eta azken kale auditorioa txiki geratu
6754,2,solasaldiari hasiera eman diogu herri eredua pertsonen alde beti ere
6755,0,soldata minimoa igoko duzue piiiii prekarietate igual jarraituko du orduan
6756,0,soldatxa
6758,2,solo
6760,1,somos
6764,2,sondeo etbbizkaianneh bildunnpsoenpp
6765,2,sopelan eta auzokide entzun arrazoien uholde bozkatu
6766,0,sorpresa
6767,0,sortu bildu eta ciudadania kontzeptu interklasista euskal estatuaren bidean
6768,1,sortzen ari den enplegu prekarioa izan soldata min eta hko lan
6769,1,sos valence
6770,2,sozialistak ez pesoeroak hoiek ez baitira sozialistak
6771,2,sozialistak lekuz kanpo garaiz kanpo eta senez kanpobizitza intelijenterik gelditzen alóramonlourdesdenis
6772,2,sozialisten euskara aurkako kanpain garrantzitsuena ohartaraztea ahaztu zaio
6773,0,sozialisten euskara aurkako kanpain garrantzitsuenaz ohartaraztea ahaztu zaio
6774,0,soziometroa zer irabaz lituzke eko eserleku erdietsita
6775,1,soziometroaren arabera zer irabaz lituzke hauteskunde eserlekurekin
6776,2,soziometroaren arabera zer irabaz lituzke hauteskunde eserlekurekin bildu litzateke bi
6777,1,soziometroaren arabera zer irabaz lituzke hauteskunde eserlekurekinn
6778,1,Spain Spain Spain
6780,1,erabaki eskubidearen alde bildu eta daude eta jeltzaleen beso batean bihurtu izan
6781,1,spiral_calendar iraila larunbatan usurbilgo frontoiannluntxa edariak ekitaldia gazte hautagaiak kontzertuaknn
6784,0,squinting_
6786,1,streamingn
6787,0,subnormales
6788,0,suerte
6789,1,suerte euskadi podemita
6790,1,ia ia dena prest hastekon
6792,1,sustatzeko basque industry estrategia zabalduko eduki konpromisu
6793,2,sutan talde hasiko izan indautxuko bozkatu
6794,1,sutegi partehartzailea kale lan fragua participativa herreros 
6795,1,eta bikain egin du eta egiari zor elkar ona egin diote
6796,2,eta denek sinatu dute bat etorri horretan rufi bidea hartu dute denek
6797,1,eta emakume erasotzaile enpapelatzea nire argazki batekin
6798,0,eta espainia erruagatik historia jakin ez izan beharazkeneko urte atzera bota dizkiguten legeak ikustearekin nahiko
6799,2,eta euskara buruz hitzegitea denbora galtzea izan
6800,2,eta ez bozkatu eskatu balute hori ere ez dao ondo batzuk bozkatu nahi dutelako
6801,2,eta gero kontu psikologikoaedo bulnerableagoak egiten zitzaizkidan euskara abofeteableago
6802,1,eta honen aurreanoinarruzko errenta unibertsala bezalakoak okurrientzia omen
6803,2,eta kostua izugarria dela egiaztatzen badegu zer
6804,2,eta lasai aaken minutiagatik itzel egin duzu
6805,1,eta lehendakari ohore bikoitza hortaz
6807,0,eta nola espainia defizita badu pentsioetanfuntsetik ateratzen zareten dirua euskaldunak jarri dute ere
6808,1,eta ekitaldia hastear bergaran
6809,0,eta kasuan amak direla diote ez ordea eta kasuann
6810,0,eta seguru izan ujaunak deituko dituela ajuriaenea mantentzeko eta madril karabolak egit
6812,0,eta zein ondo pasatzen edukin
6813,1,eta zergatik ikasi behar izan dodaz hainbat irakasgai gaztelera nire eskubideak zer
6815,2,tabernen ordutegia marihuana taldeko ezkontzak nudismoa euskal ate birakariak
6816,2,tabu hitzak hurbildu euskal he euskadi by
6817,1,tafallatik ikusita egin bideo penagarriena askatasun hitz aitzakitzat erabiltzea iruditu zait
6818,0,tailerra eta informazio ematea etorri egun ekintzak
6819,1,tailerrak festa ekitaldia eta bizikleta martxa kanpain
6820,1,talde irabaz
6821,1,talde batzordeetako bozeramaileak hautatu ditu xii legegintzaldirako
6822,0,tamalez lehen ere irabaz zuen arazo izan ez dela ausartzen edo ez diote uzten
6823,1,tambié
6824,0,tan dificil es jauna esatea ertzantzak torturatu egin zuela eta txarto egon zela
6826,0,tarrok aste buru ederra eduki larunbatean miribillan eta igandeaneta herri
6827,0,tarteka ari izan ikusten ezin dut jasan apaiz batek baino gehio aspertzen nauuuuu
6828,0,tasioren gaurko zinta
6829,1,tasioren zinta
6830,2,taula osoa enmarkatzeko modukoa izan npsoe agian´s p´s
6831,2,te ayudar algo
6832,1,iraila setiembren watch herri plaza man girl man
6833,1,teleberriari ahaztu zaio hau aipatu zelako despistea lotsagarri
6834,1,telebista ere
6835,0,telebista zuzenean ekitaldia eskaintzen etorkizuna
6836,1,telemadrilen gaude ala jaunari tarte gehiago eskaintzeaz gain mozten duenean utzi behar zaio eta besteei ez
6837,0,temati hitzegin ez duten unionistekin adosteko alferrikako lan ala gauzak dauden bezala lagatzeko iruzurretan
6838,2,temetu izan milloarekinn
6839,0,tenemos ambició
6842,1,teo ere agian busa hartuta
6844,1,termometroaren arabera twitterren eta dira aipatu
6845,0,the tv dance hiru pausutann hau nirea den hau nik dakitn irribarretxoan
6846,0,tiene mucho flow
6848,2,tienes todo nuestro apoyo eskerrik askoasko
6849,2,bidean kideak ekintza ikustera
6850,2,ekimen egin proposatzen ditugu benetakoak errealak
6851,2,esaten digute zergatik bozkatu bildu 
6852,2,tak tak plaza irriz beteko eduki eta igandean gure bozkatu emango diogu herri hau merezi duen l
6853,0,tipo sagarra limoia udarea kotxea
6854,1,tira orain gobernu daudenak ez dute egin ea hurrengo legealdian
6855,0,tira aurkari batzuren maila ere hobea zitekeen
6856,2,tira baina ez zinakete prest egongo baina adierazi duela bere asmoa akordio eta ahal edukirekin
6857,2,tira baina edo aldiz bakar erabili du metafora
6858,2,tira emaitza antzekoa izan
6859,2,tira horrela esan daiteke ere baina baina besteen makinariak topera zeuden eztabaida hasi aurretik esanguratsua
6860,2,tira pertsona koherentea izan bere bideo argi utzi du noraino maite duten euskara
6861,2,to jaunanindependentzia nahi eta bla bla blan
6864,0,todo nuestro apoyo lehendakari
6866,0,todos
6867,0,toki guztixetan petandolangogua eduki barre ein eta zoriontsu izanda herri hau eraiki
6868,0,tolosalderako osasungintza publiko eta kalitatezko bat eskatzen egon gara hautetsiak
6869,2,tolosan aukera paregabea izango duzue kirol programa ezagutzekoez galdu aukera aktibo
6870,2,tolosan biktima guztiak errekonozitzeko eta guztiei ordaina emateko prozesuak garatzen ari gara
6871,2,tolosan etaren terrorismoaren bukaera guztion lorpen bat izan izan etaren bukaera orain errealitate bat izan
6872,2, story konpromisu milioi bideratuko ditugu urte see more
6873,2,tope dut zein izan
6874,2,toribio etxe burua altxatuko balu lotsatuko litzeteke taliban espainol hutsak zarete
6875,2,torpe ibili izan bada
6876,2,tortura beti izan tortura gogorrena askotan psikologikoann jauna esandakoa nazkarria eta mingarria izan
6877,2,tortura ez izan soilik biolentzia fisikoa faxista
6879,2,touché
6880,1,traba izan jarrera bikain gaurko
6881,0,traba noretzat izan traba euskara buruz hartu duen ildoa gogoeta
6882,1,trae chubasquero
6883,0,traidoreak
6885,0,tranbiaren zain joateko
6886,0,transitzio energetikoaren inguruan mahai inguru antolatuta bertan ordezkatzen
6888,1,traola erabilita zure galdera egin diogu zuzenean galderarik baina
6889,0,tren geltoki berria proiektua aurkeztu du udal talde
6890,1,trenaren museoa egin eduki
6891,1,triki pegada martxann negin barre berritxu eta bozkatu
6892,0,trintxerpen egin du kanpain gaur arratsalde
6893,1,trump bozetan ez atentzioa deitzeko gutxiengoen aurka joz erridilulua ekidin nahian erridikulua egiten
6896,2,tuiterrek ez dit uzten bideo salatzen eta ez dakit zer harritzen zaidan
6897,1,turrunin argi dakau domekan guk bildu bozkatu dou 
6898,1,bikain oso argi zehatz eta ulerkor
6899,2,twit hau atera behar litzateke primeran urrea izan eee lehendakari
6900,1,twitterren eta bildu aipatu 
6901,0,txagorritxu ospitalea rako planteatzen dituen neurriekin esnatu den
6902,0,txakurra
6903,0,txalet
6904,2,txalo artean hasi eduki ekitaldia eta halaxe amaitu edukineskerrik asko asko azpeitia
6905,2,txalo bero bat azken benetazko eztabaida bat eta to aritu dira maileni eskerrak
6906,2,txalo bero bat rentzat euskara dagokion tokia eta prestigioa emateagatik
6907,0,txalo zaparrada eman die miribillak hautagaiei
6908,1,txaloen artean ondoetorria gazte hautagaiei eta
6909,1,txanda du esandakoari nahi duena gehitzeko edo besteek esandakoari erantzun
6910,0,txanda hau ere itxi du
6911,1,txandakaz lan egiten edukinokez dago zerbitzu publiko goiz txanda
6912,2,txantxetan daude euskara bidez
6913,2,txar dik espainolitotatikan espero genezakeela ñ ezkertiarra ere ados egotea
6914,1,txerren honekin idazten diate eta zer nahi huen
6915,2,txikerrenetatik hasita twittercomabdezw
6916,2,txiki geratu zaigu leioako campusean eta solasaldia egiteko genuen
6917,1,txiki geratu zaigu leioako campusean eta solasaldia egiteko genuen aretoa nkanpo
6918,0,tximinoa zenbat eta gorago uzkia ageriago ez besteok
6919,2,txio onena zor diogu auzitan jarri duelako besteak beste
6920,0,txioen gaztelera hutsean
6921,0,txiokatzerakoan utziiozue edateari plis
6922,0,txiolarien izan
6923,1,txiomunduko hiritarrok hitz egin edukinn
6924,2,txirotasun edo pobrezi mailan ere estatua eta euro baino hobea gaude
6925,1,txirri mirri eta txibiriton
6926,0,txirri mirri eta txiribiton crying_face
6927,2,txistorra jana musika animazioa dena prest plazagiroan
6928,0,txistorra usaina eta zatoz plaza okupatzeraaa
6929,0,txo etxe falta izan ere
6930,1,txuatxe
6931,1,txuntera xamar inda dit gora ezpain gorrien iraultza eta disko gauak
6932,2,uau nibela kanpain amaiera elgoibarren
6934,0,udazkena aurrera eta ez ahaztu udazkenan ere gure leloa denik igandean hauteskunde eta botoa alde
6935,2,zer mespretxua begira ez
6936,2,ufaaa eko eztabaida hasi berria eta gogorra kenduta besteak oso makal bereziki txar
